Indicator,Country,Date,value
Cumulative number of suspected Ebola cases,Sierra Leone,11/14/14,824
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,11/14/14,5586
Cumulative number of confirmed Ebola cases,Mali,11/14/14,3
Cumulative number of probable Ebola cases,Mali,11/14/14,1
Cumulative number of suspected Ebola cases,Mali,11/14/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,11/14/14,4
Cumulative number of confirmed Ebola cases,Spain,11/14/14,1
Cumulative number of probable Ebola cases,Spain,11/14/14,0
Cumulative number of suspected Ebola cases,Spain,11/14/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,11/14/14,1
Cumulative number of confirmed Ebola cases,United States of America,11/14/14,4
Cumulative number of probable Ebola cases,United States of America,11/14/14,0
Cumulative number of suspected Ebola cases,United States of America,11/14/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,11/14/14,4
Cumulative number of confirmed Ebola cases,Nigeria,11/14/14,19
Cumulative number of probable Ebola cases,Nigeria,11/14/14,1
Cumulative number of suspected Ebola cases,Nigeria,11/14/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,11/14/14,20
Cumulative number of confirmed Ebola cases,Senegal,11/14/14,1
Cumulative number of probable Ebola cases,Senegal,11/14/14,0
Cumulative number of suspected Ebola cases,Senegal,11/14/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,11/14/14,1
Cumulative number of confirmed Ebola deaths,Guinea,11/14/14,958
Cumulative number of probable Ebola deaths,Guinea,11/14/14,208
Cumulative number of suspected Ebola deaths,Guinea,11/14/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,11/14/14,1166
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,11/14/14,2812
Cumulative number of confirmed Ebola deaths,Sierra Leone,11/14/14,978
Cumulative number of probable Ebola deaths,Sierra Leone,11/14/14,174
Cumulative number of suspected Ebola deaths,Sierra Leone,11/14/14,35
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,11/14/14,1187
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,11/14/14,3
Cumulative number of confirmed Ebola deaths,Spain,11/14/14,0
Cumulative number of probable Ebola deaths,Spain,11/14/14,0
Cumulative number of suspected Ebola deaths,Spain,11/14/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,11/14/14,0
Cumulative number of confirmed Ebola deaths,United States of America,11/14/14,1
Cumulative number of probable Ebola deaths,United States of America,11/14/14,0
Cumulative number of suspected Ebola deaths,United States of America,11/14/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,11/14/14,1
Cumulative number of confirmed Ebola deaths,Nigeria,11/14/14,7
Cumulative number of probable Ebola deaths,Nigeria,11/14/14,1
Cumulative number of suspected Ebola deaths,Nigeria,11/14/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,11/14/14,8
Cumulative number of confirmed Ebola deaths,Senegal,11/14/14,0
Cumulative number of probable Ebola deaths,Senegal,11/14/14,0
Cumulative number of suspected Ebola deaths,Senegal,11/14/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,11/14/14,0
Cumulative number of confirmed Ebola cases,Guinea,11/19/14,1698
Cumulative number of probable Ebola cases,Guinea,11/19/14,210
Cumulative number of suspected Ebola cases,Guinea,11/19/14,63
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,11/19/14,1971
Cumulative number of confirmed Ebola cases,Liberia,11/19/14,2643
Cumulative number of probable Ebola cases,Liberia,11/19/14,1762
Cumulative number of suspected Ebola cases,Liberia,11/19/14,2664
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,11/19/14,7069
Cumulative number of confirmed Ebola cases,Sierra Leone,11/19/14,5056
Cumulative number of probable Ebola cases,Sierra Leone,11/19/14,79
Cumulative number of suspected Ebola cases,Sierra Leone,11/19/14,938
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,11/19/14,6073
Cumulative number of confirmed Ebola cases,Mali,11/19/14,5
Cumulative number of probable Ebola cases,Mali,11/19/14,1
Cumulative number of suspected Ebola cases,Mali,11/19/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,11/19/14,6
Cumulative number of confirmed Ebola cases,Spain,11/19/14,1
Cumulative number of probable Ebola cases,Spain,11/19/14,0
Cumulative number of suspected Ebola cases,Spain,11/19/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,11/19/14,1
Cumulative number of confirmed Ebola cases,United States of America,11/19/14,4
Cumulative number of probable Ebola cases,United States of America,11/19/14,0
Cumulative number of suspected Ebola cases,United States of America,11/19/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,11/19/14,4
Cumulative number of confirmed Ebola cases,Nigeria,11/19/14,19
Cumulative number of probable Ebola cases,Nigeria,11/19/14,1
Cumulative number of suspected Ebola cases,Nigeria,11/19/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,11/19/14,20
Cumulative number of confirmed Ebola cases,Senegal,11/19/14,1
Cumulative number of probable Ebola cases,Senegal,11/19/14,0
Cumulative number of suspected Ebola cases,Senegal,11/19/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,11/19/14,1
Number of confirmed Ebola cases in the last 21 days,Guinea,11/19/14,308
Number of probable Ebola cases in the last 21 days,Guinea,11/19/14,7
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,11/19/14,315
Number of confirmed Ebola cases in the last 21 days,Liberia,11/19/14,340
Number of probable Ebola cases in the last 21 days,Liberia,11/19/14,192
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,11/19/14,532
Number of confirmed Ebola cases in the last 21 days,Sierra Leone,11/19/14,1389
Number of probable Ebola cases in the last 21 days,Sierra Leone,11/19/14,5
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,11/19/14,1394
Cumulative number of confirmed Ebola deaths,Guinea,11/19/14,982
Cumulative number of probable Ebola deaths,Guinea,11/19/14,210
Cumulative number of suspected Ebola deaths,Guinea,11/19/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,11/19/14,1192
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,11/19/14,2964
Cumulative number of confirmed Ebola deaths,Sierra Leone,11/19/14,1041
Cumulative number of probable Ebola deaths,Sierra Leone,11/19/14,174
Cumulative number of suspected Ebola deaths,Sierra Leone,11/19/14,35
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,11/19/14,1250
Cumulative number of confirmed Ebola deaths,Mali,11/19/14,4
Cumulative number of probable Ebola deaths,Mali,11/19/14,1
Cumulative number of suspected Ebola deaths,Mali,11/19/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,11/19/14,5
Cumulative number of confirmed Ebola deaths,Spain,11/19/14,0
Cumulative number of probable Ebola deaths,Spain,11/19/14,0
Cumulative number of suspected Ebola deaths,Spain,11/19/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,11/19/14,0
Cumulative number of confirmed Ebola deaths,United States of America,11/19/14,1
Cumulative number of probable Ebola deaths,United States of America,11/19/14,0
Cumulative number of suspected Ebola deaths,United States of America,11/19/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,11/19/14,1
Cumulative number of confirmed Ebola deaths,Nigeria,11/19/14,7
Cumulative number of probable Ebola deaths,Nigeria,11/19/14,1
Cumulative number of suspected Ebola deaths,Nigeria,11/19/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,11/19/14,8
Cumulative number of confirmed Ebola deaths,Senegal,11/19/14,0
Cumulative number of probable Ebola deaths,Senegal,11/19/14,0
Cumulative number of suspected Ebola deaths,Senegal,11/19/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,11/19/14,0
Cumulative number of confirmed Ebola cases,Guinea,11/21/14,1745
Cumulative number of probable Ebola cases,Guinea,11/21/14,216
Cumulative number of suspected Ebola cases,Guinea,11/21/14,86
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,11/21/14,2047
Cumulative number of confirmed Ebola cases,Liberia,11/21/14,2669
Cumulative number of probable Ebola cases,Liberia,11/21/14,1750
Cumulative number of suspected Ebola cases,Liberia,11/21/14,2663
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,11/21/14,7082
Cumulative number of confirmed Ebola cases,Sierra Leone,11/21/14,5152
Cumulative number of probable Ebola cases,Sierra Leone,11/21/14,79
Cumulative number of suspected Ebola cases,Sierra Leone,11/21/14,959
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,11/21/14,6190
Cumulative number of confirmed Ebola cases,Mali,11/21/14,5
Cumulative number of probable Ebola cases,Mali,11/21/14,1
Cumulative number of suspected Ebola cases,Mali,11/21/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,11/21/14,6
Cumulative number of confirmed Ebola cases,Spain,11/21/14,1
Cumulative number of probable Ebola cases,Spain,11/21/14,0
Cumulative number of suspected Ebola cases,Spain,11/21/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,11/21/14,1
Cumulative number of confirmed Ebola cases,United States of America,11/21/14,4
Cumulative number of probable Ebola cases,United States of America,11/21/14,0
Cumulative number of suspected Ebola cases,United States of America,11/21/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,11/21/14,4
Cumulative number of confirmed Ebola cases,Nigeria,11/21/14,19
Cumulative number of probable Ebola cases,Nigeria,11/21/14,1
Cumulative number of suspected Ebola cases,Nigeria,11/21/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,11/21/14,20
Cumulative number of confirmed Ebola cases,Senegal,11/21/14,1
Cumulative number of probable Ebola cases,Senegal,11/21/14,0
Cumulative number of suspected Ebola cases,Senegal,11/21/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,11/21/14,1
Cumulative number of confirmed Ebola deaths,Guinea,11/21/14,998
Cumulative number of probable Ebola deaths,Guinea,11/21/14,216
Cumulative number of suspected Ebola deaths,Guinea,11/21/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,11/21/14,1214
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,11/21/14,2963
Cumulative number of confirmed Ebola deaths,Sierra Leone,11/21/14,1058
Cumulative number of probable Ebola deaths,Sierra Leone,11/21/14,174
Cumulative number of suspected Ebola deaths,Sierra Leone,11/21/14,35
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,11/21/14,1267
Cumulative number of confirmed Ebola deaths,Mali,11/21/14,5
Cumulative number of probable Ebola deaths,Mali,11/21/14,1
Cumulative number of suspected Ebola deaths,Mali,11/21/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,11/21/14,6
Cumulative number of confirmed Ebola deaths,Spain,11/21/14,0
Cumulative number of probable Ebola deaths,Spain,11/21/14,0
Cumulative number of suspected Ebola deaths,Spain,11/21/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,11/21/14,0
Cumulative number of confirmed Ebola deaths,United States of America,11/21/14,1
Cumulative number of probable Ebola deaths,United States of America,11/21/14,0
Cumulative number of suspected Ebola deaths,United States of America,11/21/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,11/21/14,1
Cumulative number of confirmed Ebola deaths,Nigeria,11/21/14,7
Cumulative number of probable Ebola deaths,Nigeria,11/21/14,1
Cumulative number of suspected Ebola deaths,Nigeria,11/21/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,11/21/14,8
Cumulative number of confirmed Ebola deaths,Senegal,11/21/14,0
Cumulative number of probable Ebola deaths,Senegal,11/21/14,0
Cumulative number of suspected Ebola deaths,Senegal,11/21/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,11/21/14,0
Cumulative number of confirmed Ebola cases,Guinea,11/26/14,1850
Cumulative number of probable Ebola cases,Guinea,11/26/14,210
Cumulative number of suspected Ebola cases,Guinea,11/26/14,74
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,11/26/14,2134
Cumulative number of confirmed Ebola cases,Liberia,11/26/14,2727
Cumulative number of probable Ebola cases,Liberia,11/26/14,1754
Cumulative number of suspected Ebola cases,Liberia,11/26/14,2687
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,11/26/14,7168
Cumulative number of confirmed Ebola cases,Sierra Leone,11/26/14,5441
Cumulative number of probable Ebola cases,Sierra Leone,11/26/14,79
Cumulative number of suspected Ebola cases,Sierra Leone,11/26/14,1079
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,11/26/14,6599
Cumulative number of confirmed Ebola cases,Mali,11/26/14,7
Cumulative number of probable Ebola cases,Mali,11/26/14,1
Cumulative number of suspected Ebola cases,Mali,11/26/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,11/26/14,8
Cumulative number of confirmed Ebola cases,Spain,11/26/14,1
Cumulative number of probable Ebola cases,Spain,11/26/14,0
Cumulative number of suspected Ebola cases,Spain,11/26/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,11/26/14,1
Cumulative number of confirmed Ebola cases,United States of America,11/26/14,4
Cumulative number of probable Ebola cases,United States of America,11/26/14,0
Cumulative number of suspected Ebola cases,United States of America,11/26/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,11/26/14,4
Cumulative number of confirmed Ebola cases,Nigeria,11/26/14,19
Cumulative number of probable Ebola cases,Nigeria,11/26/14,1
Cumulative number of suspected Ebola cases,Nigeria,11/26/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,11/26/14,20
Cumulative number of confirmed Ebola cases,Senegal,11/26/14,1
Cumulative number of probable Ebola cases,Senegal,11/26/14,0
Cumulative number of suspected Ebola cases,Senegal,11/26/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,11/26/14,1
Number of confirmed Ebola cases in the last 21 days,Guinea,11/26/14,374
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,11/26/14,374
Number of confirmed Ebola cases in the last 21 days,Liberia,11/26/14,319
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,11/26/14,319
Number of confirmed Ebola cases in the last 21 days,Sierra Leone,11/26/14,1339
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,11/26/14,1339
Cumulative number of confirmed Ebola deaths,Guinea,11/26/14,1050
Cumulative number of probable Ebola deaths,Guinea,11/26/14,210
Cumulative number of suspected Ebola deaths,Guinea,11/26/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,11/26/14,1260
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,11/26/14,3016
Cumulative number of confirmed Ebola deaths,Sierra Leone,11/26/14,1189
Cumulative number of probable Ebola deaths,Sierra Leone,11/26/14,174
Cumulative number of suspected Ebola deaths,Sierra Leone,11/26/14,35
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,11/26/14,1398
Cumulative number of confirmed Ebola deaths,Mali,11/26/14,5
Cumulative number of probable Ebola deaths,Mali,11/26/14,1
Cumulative number of suspected Ebola deaths,Mali,11/26/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,11/26/14,6
Cumulative number of confirmed Ebola deaths,Spain,11/26/14,0
Cumulative number of probable Ebola deaths,Spain,11/26/14,0
Cumulative number of suspected Ebola deaths,Spain,11/26/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,11/26/14,0
Cumulative number of confirmed Ebola deaths,United States of America,11/26/14,1
Cumulative number of probable Ebola deaths,United States of America,11/26/14,0
Cumulative number of suspected Ebola deaths,United States of America,11/26/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,11/26/14,1
Cumulative number of confirmed Ebola deaths,Nigeria,11/26/14,7
Cumulative number of probable Ebola deaths,Nigeria,11/26/14,1
Cumulative number of suspected Ebola deaths,Nigeria,11/26/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,11/26/14,8
Cumulative number of confirmed Ebola deaths,Senegal,11/26/14,0
Cumulative number of probable Ebola deaths,Senegal,11/26/14,0
Cumulative number of suspected Ebola deaths,Senegal,11/26/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,11/26/14,0
Cumulative number of confirmed Ebola cases,Guinea,12/1/14,1921
Cumulative number of probable Ebola cases,Guinea,12/1/14,210
Cumulative number of suspected Ebola cases,Guinea,12/1/14,24
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,12/1/14,2155
Cumulative number of confirmed Ebola cases,Liberia,12/1/14,2801
Cumulative number of probable Ebola cases,Liberia,12/1/14,1792
Cumulative number of suspected Ebola cases,Liberia,12/1/14,3042
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,12/1/14,7635
Cumulative number of confirmed Ebola cases,Sierra Leone,12/1/14,5831
Cumulative number of probable Ebola cases,Sierra Leone,12/1/14,79
Cumulative number of suspected Ebola cases,Sierra Leone,12/1/14,1199
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,12/1/14,7109
Cumulative number of confirmed Ebola cases,Mali,12/1/14,7
Cumulative number of probable Ebola cases,Mali,12/1/14,1
Cumulative number of suspected Ebola cases,Mali,12/1/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,12/1/14,8
Cumulative number of confirmed Ebola cases,Spain,12/1/14,1
Cumulative number of probable Ebola cases,Spain,12/1/14,0
Cumulative number of suspected Ebola cases,Spain,12/1/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,12/1/14,1
Cumulative number of confirmed Ebola cases,United States of America,12/1/14,4
Cumulative number of probable Ebola cases,United States of America,12/1/14,0
Cumulative number of suspected Ebola cases,United States of America,12/1/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,12/1/14,4
Cumulative number of confirmed Ebola cases,Nigeria,12/1/14,19
Cumulative number of probable Ebola cases,Nigeria,12/1/14,1
Cumulative number of suspected Ebola cases,Nigeria,12/1/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,12/1/14,20
Cumulative number of confirmed Ebola cases,Senegal,12/1/14,1
Cumulative number of probable Ebola cases,Senegal,12/1/14,0
Cumulative number of suspected Ebola cases,Senegal,12/1/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,12/1/14,1
Cumulative number of confirmed Ebola deaths,Guinea,12/1/14,1102
Cumulative number of probable Ebola deaths,Guinea,12/1/14,210
Cumulative number of suspected Ebola deaths,Guinea,12/1/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,12/1/14,1312
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,12/1/14,3145
Cumulative number of confirmed Ebola deaths,Sierra Leone,12/1/14,1321
Cumulative number of probable Ebola deaths,Sierra Leone,12/1/14,174
Cumulative number of suspected Ebola deaths,Sierra Leone,12/1/14,35
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,12/1/14,1530
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,12/1/14,6
Cumulative number of confirmed Ebola deaths,Spain,12/1/14,0
Cumulative number of probable Ebola deaths,Spain,12/1/14,0
Cumulative number of suspected Ebola deaths,Spain,12/1/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,12/1/14,0
Cumulative number of confirmed Ebola deaths,United States of America,12/1/14,1
Cumulative number of probable Ebola deaths,United States of America,12/1/14,0
Cumulative number of suspected Ebola deaths,United States of America,12/1/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,12/1/14,1
Cumulative number of confirmed Ebola deaths,Nigeria,12/1/14,7
Cumulative number of probable Ebola deaths,Nigeria,12/1/14,1
Cumulative number of suspected Ebola deaths,Nigeria,12/1/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,12/1/14,8
Cumulative number of confirmed Ebola deaths,Senegal,12/1/14,0
Cumulative number of probable Ebola deaths,Senegal,12/1/14,0
Cumulative number of suspected Ebola deaths,Senegal,12/1/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,12/1/14,0
Cumulative number of confirmed Ebola cases,Guinea,12/3/14,1929
Cumulative number of probable Ebola cases,Guinea,12/3/14,210
Cumulative number of suspected Ebola cases,Guinea,12/3/14,25
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,12/3/14,2164
Cumulative number of confirmed Ebola cases,Liberia,12/3/14,2801
Cumulative number of probable Ebola cases,Liberia,12/3/14,1792
Cumulative number of suspected Ebola cases,Liberia,12/3/14,3042
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,12/3/14,7635
Cumulative number of confirmed Ebola cases,Sierra Leone,12/3/14,5978
Cumulative number of probable Ebola cases,Sierra Leone,12/3/14,79
Cumulative number of suspected Ebola cases,Sierra Leone,12/3/14,1255
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,12/3/14,7312
Cumulative number of confirmed Ebola cases,Mali,12/3/14,7
Cumulative number of probable Ebola cases,Mali,12/3/14,1
Cumulative number of suspected Ebola cases,Mali,12/3/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,12/3/14,8
Cumulative number of confirmed Ebola cases,United States of America,12/3/14,4
Cumulative number of probable Ebola cases,United States of America,12/3/14,0
Cumulative number of suspected Ebola cases,United States of America,12/3/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,12/3/14,4
Cumulative number of confirmed Ebola cases,Nigeria,12/3/14,19
Cumulative number of probable Ebola cases,Nigeria,12/3/14,1
Cumulative number of suspected Ebola cases,Nigeria,12/3/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,12/3/14,20
Cumulative number of confirmed Ebola cases,Senegal,12/3/14,1
Cumulative number of probable Ebola cases,Senegal,12/3/14,0
Cumulative number of suspected Ebola cases,Senegal,12/3/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,12/3/14,1
Cumulative number of confirmed Ebola cases,Spain,12/3/14,1
Cumulative number of probable Ebola cases,Spain,12/3/14,0
Cumulative number of suspected Ebola cases,Spain,12/3/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,12/3/14,1
Number of confirmed Ebola cases in the last 21 days,Guinea,12/3/14,306
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,12/3/14,306
Number of confirmed Ebola cases in the last 21 days,Liberia,12/3/14,278
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,12/3/14,278
Number of confirmed Ebola cases in the last 21 days,Sierra Leone,12/3/14,1455
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,12/3/14,1455
Cumulative number of confirmed Ebola deaths,Guinea,12/3/14,1117
Cumulative number of probable Ebola deaths,Guinea,12/3/14,210
Cumulative number of suspected Ebola deaths,Guinea,12/3/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,12/3/14,1327
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,12/3/14,3145
Cumulative number of confirmed Ebola deaths,Sierra Leone,12/3/14,1374
Cumulative number of probable Ebola deaths,Sierra Leone,12/3/14,174
Cumulative number of suspected Ebola deaths,Sierra Leone,12/3/14,35
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,12/3/14,1583
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,12/3/14,6
Cumulative number of confirmed Ebola deaths,United States of America,12/3/14,1
Cumulative number of probable Ebola deaths,United States of America,12/3/14,0
Cumulative number of suspected Ebola deaths,United States of America,12/3/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,12/3/14,1
Cumulative number of confirmed Ebola deaths,Nigeria,12/3/14,7
Cumulative number of probable Ebola deaths,Nigeria,12/3/14,1
Cumulative number of suspected Ebola deaths,Nigeria,12/3/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,12/3/14,8
Cumulative number of confirmed Ebola deaths,Senegal,12/3/14,0
Cumulative number of probable Ebola deaths,Senegal,12/3/14,0
Cumulative number of suspected Ebola deaths,Senegal,12/3/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,12/3/14,0
Cumulative number of confirmed Ebola deaths,Spain,12/3/14,0
Cumulative number of probable Ebola deaths,Spain,12/3/14,0
Cumulative number of suspected Ebola deaths,Spain,12/3/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,12/3/14,0
Cumulative number of confirmed Ebola cases,Guinea,12/10/14,2051
Cumulative number of probable Ebola cases,Guinea,12/10/14,221
Cumulative number of suspected Ebola cases,Guinea,12/10/14,20
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,12/10/14,2292
Cumulative number of confirmed Ebola cases,Liberia,12/10/14,2830
Cumulative number of probable Ebola cases,Liberia,12/10/14,1814
Cumulative number of suspected Ebola cases,Liberia,12/10/14,3075
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,12/10/14,7719
Cumulative number of confirmed Ebola cases,Sierra Leone,12/10/14,6375
Cumulative number of probable Ebola cases,Sierra Leone,12/10/14,79
Cumulative number of suspected Ebola cases,Sierra Leone,12/10/14,1443
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,12/10/14,7897
Cumulative number of confirmed Ebola cases,Mali,12/10/14,7
Cumulative number of probable Ebola cases,Mali,12/10/14,1
Cumulative number of suspected Ebola cases,Mali,12/10/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,12/10/14,8
Cumulative number of confirmed Ebola cases,United States of America,12/10/14,4
Cumulative number of probable Ebola cases,United States of America,12/10/14,0
Cumulative number of suspected Ebola cases,United States of America,12/10/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,12/10/14,4
Cumulative number of confirmed Ebola cases,Nigeria,12/10/14,19
Cumulative number of probable Ebola cases,Nigeria,12/10/14,1
Cumulative number of suspected Ebola cases,Nigeria,12/10/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,12/10/14,20
Cumulative number of confirmed Ebola cases,Senegal,12/10/14,1
Cumulative number of probable Ebola cases,Senegal,12/10/14,0
Cumulative number of suspected Ebola cases,Senegal,12/10/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,12/10/14,1
Cumulative number of confirmed Ebola cases,Spain,12/10/14,1
Cumulative number of probable Ebola cases,Spain,12/10/14,0
Cumulative number of suspected Ebola cases,Spain,12/10/14,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,12/10/14,1
Number of confirmed Ebola cases in the last 21 days,Guinea,12/10/14,321
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,12/10/14,321
Number of confirmed Ebola cases in the last 21 days,Liberia,12/10/14,225
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,12/10/14,225
Number of confirmed Ebola cases in the last 21 days,Sierra Leone,12/10/14,1319
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,12/10/14,1319
Cumulative number of confirmed Ebola deaths,Guinea,12/10/14,1207
Cumulative number of probable Ebola deaths,Guinea,12/10/14,221
Cumulative number of suspected Ebola deaths,Guinea,12/10/14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,12/10/14,1428
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,12/10/14,3177
Cumulative number of confirmed Ebola deaths,Sierra Leone,12/10/14,1559
Cumulative number of probable Ebola deaths,Sierra Leone,12/10/14,174
Cumulative number of suspected Ebola deaths,Sierra Leone,12/10/14,35
